2021/02/04 13:49:38| Created PID file (/var/run/squid.pid)
2021/02/06 01:40:29 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:38974 FD 71 flags=33 (local IP does not match any domain IP)
2021/02/06 01:40:29 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:40:29 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:38976 FD 71 flags=33 (local IP does not match any domain IP)
2021/02/06 01:40:29 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:41:39 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42628 FD 39 flags=33 (local IP does not match any domain IP)
2021/02/06 01:41:39 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:41:39 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42630 FD 39 flags=33 (local IP does not match any domain IP)
2021/02/06 01:41:39 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:41:39 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39774 FD 39 flags=33 (local IP does not match any domain IP)
2021/02/06 01:41:39 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:41:39 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39776 FD 39 flags=33 (local IP does not match any domain IP)
2021/02/06 01:41:39 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:41:39 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:39006 FD 39 flags=33 (local IP does not match any domain IP)
2021/02/06 01:41:39 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:41:39 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:39008 FD 39 flags=33 (local IP does not match any domain IP)
2021/02/06 01:41:39 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:42:49 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42662 FD 147 flags=33 (local IP does not match any domain IP)
2021/02/06 01:42:49 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:42:49 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42664 FD 147 flags=33 (local IP does not match any domain IP)
2021/02/06 01:42:49 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:42:49 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39808 FD 147 flags=33 (local IP does not match any domain IP)
2021/02/06 01:42:49 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:42:49 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39810 FD 147 flags=33 (local IP does not match any domain IP)
2021/02/06 01:42:49 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:42:49 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:39040 FD 147 flags=33 (local IP does not match any domain IP)
2021/02/06 01:42:49 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:42:50 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:39042 FD 147 flags=33 (local IP does not match any domain IP)
2021/02/06 01:42:50 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:43:54 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42684 FD 49 flags=33 (local IP does not match any domain IP)
2021/02/06 01:43:54 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:43:54 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42686 FD 49 flags=33 (local IP does not match any domain IP)
2021/02/06 01:43:54 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:43:54 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39830 FD 49 flags=33 (local IP does not match any domain IP)
2021/02/06 01:43:54 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:43:54 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39832 FD 49 flags=33 (local IP does not match any domain IP)
2021/02/06 01:43:54 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:43:54 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:39062 FD 49 flags=33 (local IP does not match any domain IP)
2021/02/06 01:43:54 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:43:55 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:39064 FD 55 flags=33 (local IP does not match any domain IP)
2021/02/06 01:43:55 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:44:40 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42722 FD 100 flags=33 (local IP does not match any domain IP)
2021/02/06 01:44:40 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:44:40 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42724 FD 100 flags=33 (local IP does not match any domain IP)
2021/02/06 01:44:40 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:44:40 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39868 FD 100 flags=33 (local IP does not match any domain IP)
2021/02/06 01:44:40 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:44:40 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39870 FD 100 flags=33 (local IP does not match any domain IP)
2021/02/06 01:44:40 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:44:40 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:39100 FD 100 flags=33 (local IP does not match any domain IP)
2021/02/06 01:44:40 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:44:40 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:39102 FD 100 flags=33 (local IP does not match any domain IP)
2021/02/06 01:44:40 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:44:54 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42738 FD 38 flags=33 (local IP does not match any domain IP)
2021/02/06 01:44:54 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:44:55 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42740 FD 38 flags=33 (local IP does not match any domain IP)
2021/02/06 01:44:55 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:44:55 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39884 FD 38 flags=33 (local IP does not match any domain IP)
2021/02/06 01:44:55 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:44:55 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39886 FD 38 flags=33 (local IP does not match any domain IP)
2021/02/06 01:44:55 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:44:55 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:39116 FD 38 flags=33 (local IP does not match any domain IP)
2021/02/06 01:44:55 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:44:55 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:39118 FD 38 flags=33 (local IP does not match any domain IP)
2021/02/06 01:44:55 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:45:13 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42752 FD 56 flags=33 (local IP does not match any domain IP)
2021/02/06 01:45:13 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:45:13 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42754 FD 56 flags=33 (local IP does not match any domain IP)
2021/02/06 01:45:13 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:45:13 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39898 FD 56 flags=33 (local IP does not match any domain IP)
2021/02/06 01:45:13 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:45:14 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39900 FD 56 flags=33 (local IP does not match any domain IP)
2021/02/06 01:45:14 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:45:14 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:39130 FD 56 flags=33 (local IP does not match any domain IP)
2021/02/06 01:45:14 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:45:14 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:39132 FD 56 flags=33 (local IP does not match any domain IP)
2021/02/06 01:45:14 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:45:16 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42764 FD 19 flags=33 (local IP does not match any domain IP)
2021/02/06 01:45:16 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:45:16 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42766 FD 19 flags=33 (local IP does not match any domain IP)
2021/02/06 01:45:16 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:45:16 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39910 FD 19 flags=33 (local IP does not match any domain IP)
2021/02/06 01:45:16 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:45:16 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39912 FD 19 flags=33 (local IP does not match any domain IP)
2021/02/06 01:45:16 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:45:16 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:39142 FD 19 flags=33 (local IP does not match any domain IP)
2021/02/06 01:45:16 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:45:16 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:39144 FD 19 flags=33 (local IP does not match any domain IP)
2021/02/06 01:45:16 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:45:48 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42798 FD 149 flags=33 (local IP does not match any domain IP)
2021/02/06 01:45:48 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:45:48 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42800 FD 149 flags=33 (local IP does not match any domain IP)
2021/02/06 01:45:48 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:45:48 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39944 FD 149 flags=33 (local IP does not match any domain IP)
2021/02/06 01:45:48 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:45:48 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39946 FD 149 flags=33 (local IP does not match any domain IP)
2021/02/06 01:45:48 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:45:48 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:39176 FD 149 flags=33 (local IP does not match any domain IP)
2021/02/06 01:45:48 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:45:48 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:39178 FD 149 flags=33 (local IP does not match any domain IP)
2021/02/06 01:45:48 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:46:22 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42812 FD 153 flags=33 (local IP does not match any domain IP)
2021/02/06 01:46:22 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:46:22 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42814 FD 153 flags=33 (local IP does not match any domain IP)
2021/02/06 01:46:22 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:46:22 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39958 FD 153 flags=33 (local IP does not match any domain IP)
2021/02/06 01:46:22 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:46:22 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39960 FD 127 flags=33 (local IP does not match any domain IP)
2021/02/06 01:46:22 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:46:22 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:39190 FD 127 flags=33 (local IP does not match any domain IP)
2021/02/06 01:46:22 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:46:22 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:39192 FD 127 flags=33 (local IP does not match any domain IP)
2021/02/06 01:46:22 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:47:01 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42848 FD 38 flags=33 (local IP does not match any domain IP)
2021/02/06 01:47:01 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:47:01 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42850 FD 38 flags=33 (local IP does not match any domain IP)
2021/02/06 01:47:01 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:47:01 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39994 FD 38 flags=33 (local IP does not match any domain IP)
2021/02/06 01:47:01 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:47:01 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:39996 FD 38 flags=33 (local IP does not match any domain IP)
2021/02/06 01:47:01 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:47:01 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:39226 FD 38 flags=33 (local IP does not match any domain IP)
2021/02/06 01:47:01 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:47:02 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:39228 FD 38 flags=33 (local IP does not match any domain IP)
2021/02/06 01:47:02 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:47:58 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42868 FD 119 flags=33 (local IP does not match any domain IP)
2021/02/06 01:47:58 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:47:58 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42870 FD 119 flags=33 (local IP does not match any domain IP)
2021/02/06 01:47:58 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:47:58 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:40014 FD 119 flags=33 (local IP does not match any domain IP)
2021/02/06 01:47:58 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:47:58 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:40016 FD 119 flags=33 (local IP does not match any domain IP)
2021/02/06 01:47:58 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:47:58 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:39246 FD 119 flags=33 (local IP does not match any domain IP)
2021/02/06 01:47:58 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:47:58 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.194:443 remote=10.42.0.30:39248 FD 119 flags=33 (local IP does not match any domain IP)
2021/02/06 01:47:58 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:48:31 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42898 FD 93 flags=33 (local IP does not match any domain IP)
2021/02/06 01:48:31 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:48:31 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.2:443 remote=10.42.0.30:42900 FD 93 flags=33 (local IP does not match any domain IP)
2021/02/06 01:48:31 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:48:31 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:40044 FD 93 flags=33 (local IP does not match any domain IP)
2021/02/06 01:48:31 kid1| SECURITY ALERT: on URL: api.twitter.com:443
2021/02/06 01:48:31 kid1| SECURITY ALERT: Host header forgery detected on local=104.244.42.130:443 remote=10.42.0.30:40046 FD 93 flags=33 (local IP does not match any domain IP)
2021/02/06 01:48:31 kid1| SECURITY ALERT: on URL: api.twitter.com:443
